anio,precio_usd,tipo_cambio,ipc,precio_soles_corrientes,precio_target,distrito,superficie,habitaciones,banos,garajes,piso,vista_exterior,antiguedad
2018,78500.0,3.238480555555556,128.01399333333333,254220.72361111114,198588.23007665295,Carabayllo,110.5,3.0,2.0,1,2,1,0
2018,29969.0,3.238480555555556,128.01399333333333,97054.02376944445,75815.16773461415,Carabayllo,65.92,2.0,1.0,0,4,1,1
2018,89000.0,3.238480555555556,128.01399333333333,288224.76944444445,225150.98696588675,Carabayllo,127.0,4.0,4.0,0,2,0,3
2018,75000.0,3.238480555555556,128.01399333333333,242886.0416666667,189733.97778024164,Carabayllo,93.0,3.0,2.0,0,2,1,2
2018,75000.0,3.238480555555556,128.01399333333333,242886.0416666667,189733.97778024164,Carabayllo,108.0,3.0,2.0,0,3,1,0
2018,44037.0,3.238480555555556,128.01399333333333,142612.96822500002,111404.20239344669,Carabayllo,90.0,3.0,2.0,1,1,0,5
2018,47000.0,3.238480555555556,128.01399333333333,152208.58611111113,118899.95940895144,Carabayllo,80.0,3.0,2.0,0,0,1,2
2018,80000.0,3.238480555555556,128.01399333333333,259078.44444444447,202382.90963225774,Carabayllo,150.0,4.0,3.0,1,2,1,0
2018,60000.0,3.238480555555556,128.01399333333333,194308.83333333334,151787.18222419333,Cercado de Lima,80.0,3.0,1.0,0,2,1,40
2018,103000.0,3.238480555555556,128.01399333333333,333563.4972222223,260567.99615153187,Cercado de Lima,96.5,3.0,3.0,1,3,1,7
2018,63000.0,3.238480555555556,128.01399333333333,204024.27500000002,159376.541335403,Cercado de Lima,48.0,1.0,1.0,0,7,1,2
2018,69000.0,3.238480555555556,128.01399333333333,223455.15833333335,174555.2595578223,Cercado de Lima,60.0,3.0,2.0,0,2,1,14
2018,112500.0,3.238480555555556,128.01399333333333,364329.0625,284600.96667036245,Cercado de Lima,75.0,2.0,2.0,0,10,1,1
2018,85000.0,3.238480555555556,128.01399333333333,275270.84722222225,215031.84148427384,Cercado de Lima,51.0,1.0,2.0,0,3,1,1
2018,75000.0,3.238480555555556,128.01399333333333,242886.0416666667,189733.97778024164,Cercado de Lima,65.0,3.0,2.0,1,3,1,20
2018,88000.0,3.238480555555556,128.01399333333333,284986.2888888889,222621.2005954835,Cercado de Lima,79.5,2.0,1.0,0,2,1,20
2018,50000.0,3.238480555555556,128.01399333333333,161924.02777777778,126489.3185201611,Cercado de Lima,47.0,1.0,1.0,0,3,1,12
2018,55000.0,3.238480555555556,128.01399333333333,178116.43055555556,139138.25037217722,Cercado de Lima,68.0,3.0,1.0,0,1,0,30
2018,95000.0,3.238480555555556,128.01399333333333,307655.6527777778,240329.70518830608,Cercado de Lima,140.0,3.0,2.0,0,5,1,25
2018,89000.0,3.238480555555556,128.01399333333333,288224.76944444445,225150.98696588675,Cercado de Lima,70.0,2.0,2.0,1,1,1,15
2018,89000.0,3.238480555555556,128.01399333333333,288224.76944444445,225150.98696588675,Cercado de Lima,129.0,5.0,2.0,0,2,1,5
2018,35000.0,3.238480555555556,128.01399333333333,113346.81944444445,88542.52296411277,Cercado de Lima,54.0,1.0,1.0,0,2,1,40
2018,198500.0,3.238480555555556,128.01399333333333,642838.3902777778,502162.59452503955,Cercado de Lima,92.38,3.0,3.0,0,1,0,1
2018,95000.0,3.238480555555556,128.01399333333333,307655.6527777778,240329.70518830608,Cercado de Lima,130.0,3.0,2.0,1,1,1,18
2018,98000.0,3.238480555555556,128.01399333333333,317371.09444444446,247919.06429951574,Cercado de Lima,120.0,4.0,2.0,0,2,1,25
2018,120000.0,3.238480555555556,128.01399333333333,388617.6666666667,303574.36444838665,Cercado de Lima,79.0,4.0,3.0,0,20,1,2
2018,60000.0,3.238480555555556,128.01399333333333,194308.83333333334,151787.18222419333,Cercado de Lima,62.32,2.0,1.0,0,2,1,15
2018,58000.0,3.238480555555556,128.01399333333333,187831.87222222224,146727.60948338686,Cercado de Lima,69.0,2.0,1.0,0,3,1,18
2018,67000.0,3.238480555555556,128.01399333333333,216978.19722222222,169495.68681701584,Cercado de Lima,80.0,2.0,1.0,0,2,1,25
2018,70000.0,3.238480555555556,128.01399333333333,226693.6388888889,177085.04592822553,Cercado de Lima,70.0,3.0,2.0,0,3,0,20
2018,55000.0,3.238480555555556,128.01399333333333,178116.43055555556,139138.25037217722,Cercado de Lima,50.0,1.0,1.0,0,3,1,18
2018,68000.0,3.238480555555556,128.01399333333333,220216.6777777778,172025.47318741912,Cercado de Lima,60.0,3.0,2.0,0,20,1,3
2018,73394.0,3.238480555555556,128.01399333333333,237685.04189444447,185671.1408693741,Cercado de Lima,70.0,3.0,2.0,0,9,1,5
2018,50000.0,3.238480555555556,128.01399333333333,161924.02777777778,126489.3185201611,Cercado de Lima,80.0,2.0,1.0,0,2,1,35
2018,131175.0,3.238480555555556,128.01399333333333,424807.686875,331844.7271376426,Cercado de Lima,79.49,3.0,3.0,1,11,1,0
2018,115000.0,3.238480555555556,128.01399333333333,372425.26388888893,290925.4325963705,Cercado de Lima,147.0,3.0,2.0,1,14,1,10
2018,160000.0,3.238480555555556,128.01399333333333,518156.88888888893,404765.8192645155,Cercado de Lima,160.0,3.0,2.0,1,1,1,30
2018,115000.0,3.238480555555556,128.01399333333333,372425.26388888893,290925.4325963705,Cercado de Lima,149.0,3.0,1.0,0,1,1,35
2018,110000.0,3.238480555555556,128.01399333333333,356232.8611111111,278276.50074435445,Cercado de Lima,133.0,6.0,2.0,0,0,1,25
2018,78000.0,3.238480555555556,128.01399333333333,252601.48333333337,197323.33689145133,Cercado de Lima,90.0,2.0,1.0,0,2,0,40
2018,71865.0,3.238480555555556,128.01399333333333,232733.40512500002,181803.09750902755,Cercado de Lima,59.0,3.0,2.0,0,10,1,14
2018,68000.0,3.238480555555556,128.01399333333333,220216.6777777778,172025.47318741912,Cercado de Lima,75.7,2.0,1.0,0,4,1,38
2018,124864.0,3.238480555555556,128.01399333333333,404369.6360888889,315879.2453540279,Cercado de Lima,75.0,3.0,2.0,0,6,1,15
2018,73394.0,3.238480555555556,128.01399333333333,237685.04189444447,185671.1408693741,Cercado de Lima,68.0,3.0,2.0,0,4,1,7
2018,59000.0,3.238480555555556,128.01399333333333,191070.3527777778,149257.3958537901,Cercado de Lima,55.75,1.0,1.0,0,2,1,28
2018,65000.0,3.238480555555556,128.01399333333333,210501.23611111112,164436.11407620943,Cercado de Lima,53.0,2.0,2.0,0,2,1,57
2018,165000.0,3.238480555555556,128.01399333333333,534349.2916666667,417414.7511165316,Cercado de Lima,100.0,2.0,2.0,0,2,1,50
2018,130000.0,3.238480555555556,128.01399333333333,421002.47222222225,328872.22815241886,Cercado de Lima,72.0,3.0,2.0,0,13,1,6
2018,69419.0,3.238480555555556,128.01399333333333,224812.08168611114,175615.24004702127,Cercado de Lima,69.0,3.0,1.0,1,3,1,6
2018,99000.0,3.238480555555556,128.01399333333333,320609.575,250448.85066991896,Cercado de Lima,119.5,4.0,2.0,0,3,1,20
2018,101200.0,3.238480555555556,128.01399333333333,327734.23222222226,256014.38068480606,Cercado de Lima,93.0,2.0,2.0,0,1,1,55
2018,75000.0,3.238480555555556,128.01399333333333,242886.0416666667,189733.97778024164,Cercado de Lima,56.0,2.0,1.0,0,3,1,0
2018,58000.0,3.238480555555556,128.01399333333333,187831.87222222224,146727.60948338686,Chorrillos,65.0,2.0,1.0,0,4,1,40
2018,285000.0,3.238480555555556,128.01399333333333,922966.9583333334,720989.1155649183,Chorrillos,150.0,3.0,2.0,1,3,1,10
2018,70000.0,3.238480555555556,128.01399333333333,226693.6388888889,177085.04592822553,Chorrillos,69.0,3.0,2.0,0,5,1,9
2018,67700.0,3.238480555555556,128.01399333333333,219245.13361111112,171266.53727629813,Chorrillos,60.0,3.0,1.0,0,3,1,1
2018,125000.0,3.238480555555556,128.01399333333333,404810.0694444445,316223.2963004028,Chorrillos,100.0,3.0,2.0,0,1,0,5
2018,79000.0,3.238480555555556,128.01399333333333,255839.96388888892,199853.12326185455,Chorrillos,68.0,2.0,2.0,0,3,1,2
2018,75000.0,3.238480555555556,128.01399333333333,242886.0416666667,189733.97778024164,Chorrillos,56.65,2.0,2.0,0,2,1,1
2018,263892.0,3.238480555555556,128.01399333333333,854609.1107666667,667590.384858447,Chorrillos,127.0,3.0,3.0,1,0,1,1
2018,91000.0,3.238480555555556,128.01399333333333,294701.73055555555,230210.55970669317,Chorrillos,120.0,3.0,2.0,1,3,1,10
2018,85000.0,3.238480555555556,128.01399333333333,275270.84722222225,215031.84148427384,Chorrillos,110.0,3.0,1.0,1,2,0,6
2018,52500.0,3.238480555555556,128.01399333333333,170020.2291666667,132813.78444616916,Chorrillos,70.0,1.0,1.0,0,3,1,1
2018,70000.0,3.238480555555556,128.01399333333333,226693.6388888889,177085.04592822553,Chorrillos,63.05,2.0,1.0,0,3,0,0
2018,80000.0,3.238480555555556,128.01399333333333,259078.44444444447,202382.90963225774,Chorrillos,70.0,3.0,2.0,0,1,1,4
2018,72000.0,3.238480555555556,128.01399333333333,233170.6,182144.61866903197,Chorrillos,64.0,2.0,2.0,1,0,1,3
2018,130000.0,3.238480555555556,128.01399333333333,421002.47222222225,328872.22815241886,Chorrillos,190.0,3.0,2.0,0,0,1,3
2018,65000.0,3.238480555555556,128.01399333333333,210501.23611111112,164436.11407620943,Chorrillos,60.0,2.0,2.0,0,1,1,1
2018,75000.0,3.238480555555556,128.01399333333333,242886.0416666667,189733.97778024164,Chorrillos,66.0,3.0,2.0,0,4,1,1
2018,58000.0,3.238480555555556,128.01399333333333,187831.87222222224,146727.60948338686,Chorrillos,63.0,3.0,2.0,0,1,1,25
2018,80000.0,3.238480555555556,128.01399333333333,259078.44444444447,202382.90963225774,Chorrillos,160.0,2.0,2.0,5,3,0,1
2018,77000.0,3.238480555555556,128.01399333333333,249363.0027777778,194793.55052104808,Chorrillos,68.0,3.0,2.0,1,5,1,9
2018,77156.0,3.238480555555556,128.01399333333333,249868.20574444445,195188.19719483098,Chorrillos,54.25,1.0,2.0,0,3,1,1
2018,78000.0,3.238480555555556,128.01399333333333,252601.48333333337,197323.33689145133,Chorrillos,68.0,2.0,2.0,0,1,0,15
2018,150000.0,3.238480555555556,128.01399333333333,485772.0833333334,379467.9555604833,Chorrillos,100.0,3.0,2.0,1,1,1,3
2018,140000.0,3.238480555555556,128.01399333333333,453387.2777777778,354170.09185645106,Chorrillos,140.0,3.0,2.0,1,2,1,40
2018,109500.0,3.238480555555556,128.01399333333333,354613.62083333335,277011.6075591528,Chorrillos,75.0,3.0,2.0,0,5,1,8
2018,99388.0,3.238480555555556,128.01399333333333,321866.1054555556,251430.40778163544,Chorrillos,75.0,3.0,2.0,0,6,0,1
2018,103000.0,3.238480555555556,128.01399333333333,333563.4972222223,260567.99615153187,Chorrillos,100.0,3.0,2.0,1,3,1,20
2018,63000.0,3.238480555555556,128.01399333333333,204024.27500000002,159376.541335403,Chorrillos,64.0,3.0,4.0,0,9,1,5
2018,225000.0,3.238480555555556,128.01399333333333,728658.125,569201.9333407249,Chorrillos,156.37,3.0,2.0,2,2,1,5
2018,67278.0,3.238480555555556,128.01399333333333,217878.49481666667,170198.96742798795,Chorrillos,52.0,2.0,1.0,0,2,1,20
2018,89000.0,3.238480555555556,128.01399333333333,288224.76944444445,225150.98696588675,Chorrillos,96.51,3.0,2.0,1,1,1,8
2018,80000.0,3.238480555555556,128.01399333333333,259078.44444444447,202382.90963225774,Chorrillos,87.0,3.0,2.0,0,0,1,87
2018,120000.0,3.238480555555556,128.01399333333333,388617.6666666667,303574.36444838665,Chorrillos,106.41,3.0,2.0,2,3,1,4
2018,115000.0,3.238480555555556,128.01399333333333,372425.26388888893,290925.4325963705,Chorrillos,95.0,3.0,3.0,1,0,1,0
2018,69800.0,3.238480555555556,128.01399333333333,226045.9427777778,176579.08865414487,Chorrillos,80.0,3.0,1.0,1,2,1,15
2018,62000.0,3.238480555555556,128.01399333333333,200785.79444444447,156846.75496499977,Chorrillos,58.0,1.0,1.0,0,3,1,58
2018,160000.0,3.238480555555556,128.01399333333333,518156.88888888893,404765.8192645155,Chorrillos,102.5,3.0,2.0,1,4,1,15
2018,86000.0,3.238480555555556,128.01399333333333,278509.3277777778,217561.6278546771,Chorrillos,92.0,2.0,2.0,0,1,0,9
2018,88545.0,3.238480555555556,128.01399333333333,286751.2607916667,223999.9341673533,Chorrillos,76.07,3.0,2.0,1,3,1,3
2018,90000.0,3.238480555555556,128.01399333333333,291463.25,227680.77333628995,Chorrillos,74.0,2.0,1.0,1,1,1,3
2018,68000.0,3.238480555555556,128.01399333333333,220216.6777777778,172025.47318741912,La Perla,86.0,2.0,1.0,0,3,1,10
2018,80000.0,3.238480555555556,128.01399333333333,259078.44444444447,202382.90963225774,La Perla,63.0,3.0,2.0,0,10,1,1
2018,58104.0,3.238480555555556,128.01399333333333,188168.6742,146990.7072659088,La Perla,65.0,2.0,1.0,0,2,0,15
2018,72171.0,3.238480555555556,128.01399333333333,233724.38017500003,182577.21213837093,La Perla,65.12,2.0,2.0,0,10,1,1
2018,75000.0,3.238480555555556,128.01399333333333,242886.0416666667,189733.97778024164,La Perla,84.0,3.0,2.0,2,3,1,0
2018,86698.0,3.238480555555556,128.01399333333333,280769.7872055556,219327.4187412185,La Perla,78.0,3.0,2.0,0,3,1,0
2018,90214.0,3.238480555555556,128.01399333333333,292156.2848388889,228222.14761955626,La Perla,68.41,3.0,2.0,1,4,1,10
2018,110000.0,3.238480555555556,128.01399333333333,356232.8611111111,278276.50074435445,La Perla,75.0,3.0,2.0,1,0,1,0
2018,75000.0,3.238480555555556,128.01399333333333,242886.0416666667,189733.97778024164,La Perla,70.0,2.0,2.0,0,5,1,5
2018,130000.0,3.238480555555556,128.01399333333333,421002.47222222225,328872.22815241886,La Perla,160.0,4.0,3.0,1,1,0,25
2018,76000.0,3.238480555555556,128.01399333333333,246124.52222222224,192263.76415064489,La Perla,66.88,3.0,2.0,0,2,1,10
2018,125000.0,3.238480555555556,128.01399333333333,404810.0694444445,316223.2963004028,La Perla,158.0,4.0,3.0,1,1,0,10
2018,95000.0,3.238480555555556,128.01399333333333,307655.6527777778,240329.70518830608,La Perla,90.0,3.0,2.0,0,4,1,3
2018,95000.0,3.238480555555556,128.01399333333333,307655.6527777778,240329.70518830608,La Perla,136.0,3.0,2.0,1,1,0,20
2018,55000.0,3.238480555555556,128.01399333333333,178116.43055555556,139138.25037217722,La Perla,60.0,2.0,1.0,0,3,0,10
2018,50205.0,3.238480555555556,128.01399333333333,162587.91629166668,127007.92472609376,La Perla,56.0,2.0,1.0,0,3,1,1
2018,115000.0,3.238480555555556,128.01399333333333,372425.26388888893,290925.4325963705,La Perla,120.0,3.0,2.0,1,1,1,16
2018,80000.0,3.238480555555556,128.01399333333333,259078.44444444447,202382.90963225774,La Perla,97.0,2.0,2.0,1,0,1,1
2018,98000.0,3.238480555555556,128.01399333333333,317371.09444444446,247919.06429951574,La Perla,80.0,3.0,2.0,1,2,1,0
2018,54000.0,3.238480555555556,128.01399333333333,174877.95,136608.46400177397,La Perla,53.0,3.0,1.0,1,2,1,5
2018,59990.0,3.238480555555556,128.01399333333333,194276.4485277778,151761.8843604893,La Perla,97.42,2.0,1.0,0,3,1,18
2018,98000.0,3.238480555555556,128.01399333333333,317371.09444444446,247919.06429951574,La Perla,95.77,3.0,3.0,1,4,1,3
2018,55000.0,3.238480555555556,128.01399333333333,178116.43055555556,139138.25037217722,La Perla,65.0,2.0,1.0,0,2,1,3
2018,60000.0,3.238480555555556,128.01399333333333,194308.83333333334,151787.18222419333,La Perla,50.0,3.0,2.0,0,3,1,16
2018,83000.0,3.238480555555556,128.01399333333333,268793.88611111115,209972.26874346743,Los Olivos,98.0,3.0,2.0,0,3,1,3
2018,74000.0,3.238480555555556,128.01399333333333,239647.56111111114,187204.19140983841,Los Olivos,62.0,2.0,1.0,1,2,0,3
2018,145000.0,3.238480555555556,128.01399333333333,469579.6805555556,366819.0237084672,Los Olivos,120.0,3.0,3.0,0,3,1,2
2018,107000.0,3.238480555555556,128.01399333333333,346517.4194444445,270687.14163314475,Los Olivos,160.0,3.0,3.0,1,2,0,33
2018,110000.0,3.238480555555556,128.01399333333333,356232.8611111111,278276.50074435445,Los Olivos,76.0,3.0,2.0,0,2,1,7
2018,87000.0,3.238480555555556,128.01399333333333,281747.80833333335,220091.4142250803,Los Olivos,103.0,3.0,2.0,0,3,1,6
2018,110000.0,3.238480555555556,128.01399333333333,356232.8611111111,278276.50074435445,Los Olivos,120.0,3.0,2.0,1,1,0,10
2018,58000.0,3.238480555555556,128.01399333333333,187831.87222222224,146727.60948338686,Los Olivos,61.0,3.0,1.0,0,4,0,3
2018,82000.0,3.238480555555556,128.01399333333333,265555.4055555556,207442.4823730642,Los Olivos,84.64,3.0,2.0,0,3,1,1
2018,46000.0,3.238480555555556,128.01399333333333,148970.10555555558,116370.17303854822,Los Olivos,70.0,2.0,2.0,1,2,1,4
2018,36000.0,3.238480555555556,128.01399333333333,116585.3,91072.30933451599,Los Olivos,50.0,2.0,1.0,0,2,1,3
2018,89260.0,3.238480555555556,128.01399333333333,289066.7743888889,225808.73142219157,Los Olivos,73.0,3.0,2.0,0,0,1,0
2018,70000.0,3.238480555555556,128.01399333333333,226693.6388888889,177085.04592822553,Los Olivos,92.77,4.0,2.0,0,3,1,1
2018,95000.0,3.238480555555556,128.01399333333333,307655.6527777778,240329.70518830608,Los Olivos,85.9,3.0,1.0,0,3,1,8
2018,85000.0,3.238480555555556,128.01399333333333,275270.84722222225,215031.84148427384,Los Olivos,81.79,3.0,2.0,0,2,0,1
2018,78000.0,3.238480555555556,128.01399333333333,252601.48333333337,197323.33689145133,Los Olivos,103.67,3.0,1.0,0,4,1,1
2018,69000.0,3.238480555555556,128.01399333333333,223455.15833333335,174555.2595578223,Los Olivos,120.0,4.0,2.0,0,5,1,2
2018,42990.0,3.238480555555556,128.01399333333333,139222.27908333336,108755.51606363451,Los Olivos,46.92,1.0,1.0,1,4,1,1
2018,58000.0,3.238480555555556,128.01399333333333,187831.87222222224,146727.60948338686,Los Olivos,56.0,2.0,1.0,0,3,1,12
2018,70000.0,3.238480555555556,128.01399333333333,226693.6388888889,177085.04592822553,Los Olivos,70.0,3.0,2.0,0,4,0,3
2018,150000.0,3.238480555555556,128.01399333333333,485772.0833333334,379467.9555604833,Los Olivos,150.0,3.0,2.0,0,2,1,1
2018,90000.0,3.238480555555556,128.01399333333333,291463.25,227680.77333628995,Los Olivos,110.0,3.0,2.0,0,2,1,0
2018,53500.0,3.238480555555556,128.01399333333333,173258.70972222224,135343.57081657238,Los Olivos,80.0,3.0,1.0,0,0,1,9
2018,130000.0,3.238480555555556,128.01399333333333,421002.47222222225,328872.22815241886,Los Olivos,100.64,3.0,2.0,0,4,1,15
2018,105000.0,3.238480555555556,128.01399333333333,340040.4583333334,265627.5688923383,Los Olivos,100.0,3.0,2.0,0,4,1,2
2018,65000.0,3.238480555555556,128.01399333333333,210501.23611111112,164436.11407620943,Los Olivos,83.0,3.0,2.0,0,4,1,2
2018,75000.0,3.238480555555556,128.01399333333333,242886.0416666667,189733.97778024164,Los Olivos,150.0,4.0,3.0,2,2,1,2
2018,89000.0,3.238480555555556,128.01399333333333,288224.76944444445,225150.98696588675,Los Olivos,72.0,3.0,2.0,1,5,1,1
2018,82000.0,3.238480555555556,128.01399333333333,265555.4055555556,207442.4823730642,Los Olivos,84.0,3.0,2.0,0,4,1,4
2018,82000.0,3.238480555555556,128.01399333333333,265555.4055555556,207442.4823730642,Los Olivos,95.0,3.0,1.0,0,3,0,1
2018,75000.0,3.238480555555556,128.01399333333333,242886.0416666667,189733.97778024164,Los Olivos,144.0,3.0,1.0,0,4,1,6
2018,108000.0,3.238480555555556,128.01399333333333,349755.9,273216.92800354795,Los Olivos,109.0,2.0,2.0,1,1,1,25
2018,52000.0,3.238480555555556,128.01399333333333,168400.9888888889,131548.89126096756,Los Olivos,90.0,3.0,2.0,0,3,1,15
2018,70336.0,3.238480555555556,128.01399333333333,227781.76835555557,177935.05414868103,Los Olivos,75.0,3.0,2.0,0,10,1,5
2018,70000.0,3.238480555555556,128.01399333333333,226693.6388888889,177085.04592822553,Los Olivos,60.0,1.0,1.0,0,3,0,3
2018,70000.0,3.238480555555556,128.01399333333333,226693.6388888889,177085.04592822553,Los Olivos,80.0,3.0,2.0,0,0,1,1
2018,70000.0,3.238480555555556,128.01399333333333,226693.6388888889,177085.04592822553,Los Olivos,80.0,3.0,2.0,0,2,1,8
2018,75000.0,3.238480555555556,128.01399333333333,242886.0416666667,189733.97778024164,Los Olivos,80.0,3.0,2.0,0,5,0,1
2018,76000.0,3.238480555555556,128.01399333333333,246124.52222222224,192263.76415064489,Los Olivos,77.0,3.0,2.0,0,10,0,6
2018,65000.0,3.238480555555556,128.01399333333333,210501.23611111112,164436.11407620943,Los Olivos,68.0,3.0,2.0,0,4,1,13
2018,68000.0,3.238480555555556,128.01399333333333,220216.6777777778,172025.47318741912,Los Olivos,68.0,3.0,2.0,0,9,1,8
2018,58000.0,3.238480555555556,128.01399333333333,187831.87222222224,146727.60948338686,Los Olivos,120.0,3.0,3.0,0,4,1,9
2018,87000.0,3.238480555555556,128.01399333333333,281747.80833333335,220091.4142250803,Los Olivos,115.0,4.0,1.0,0,1,0,5
